,cv,std,mean,stability_score
364,-0.047327724590354836,0.023502599300967965,-0.49659263157894734,1.0496789145774228
381,-0.0465997088176919,0.5363297921931798,-11.50929492481203,1.0488773805175828
159,-0.043909170673581896,0.5509943932695126,-12.548503759398496,1.0459257314543187
437,-0.04004008345385809,0.026214287042596596,-0.6547011090225563,1.0417101618137548
155,-0.039016116439571744,0.022290306999217697,-0.5713102439024391,1.0406001777001896
195,-0.03746561692680317,0.11712574404712857,-3.1262195488721813,1.0389239258208962
209,-0.031110103246590436,0.24442695856740018,-7.856835338345865,1.0321090181153043
438,-0.030898180565246347,0.0171714576676676,-0.5557433270676692,1.0318833170525552
197,-0.00010351719650290869,0.00032519818315918764,-3.141489473684211,1.0001035279134223
196,-7.335921974012493e-05,0.00023045572736397142,-3.1414691729323314,1.0000733646017101
198,-5.224321450734672e-05,0.00016412347247687657,-3.1415270676691733,1.0000522459440033
207,-3.5807792235467e-05,0.00011249085238652101,-3.141518796992482,1.0000358090744794
206,-3.530017052278635e-05,0.00011089652081511558,-3.141529323308271,1.0000353014166687
204,-3.488892112850803e-05,0.00010960435892562528,-3.1415233082706773,1.0000348901384077
201,-3.4884145568621156e-05,0.0001095888842766748,-3.141509774436091,1.0000348853625147
203,-3.429268640560305e-05,0.00010773153148616636,-3.1415308270676694,1.0000342938624343
205,-3.117431881474107e-05,9.79350366906698e-05,-3.141529323308271,1.0000311752906832
202,-3.102710017321165e-05,9.747214842437284e-05,-3.141516541353384,1.0000310280628841
208,-3.0273871287192e-05,9.51060950426093e-05,-3.141524060150376,1.0000302747878222
200,-2.999434000595517e-05,9.422825652693395e-05,-3.141534586466166,1.0000299952396934
199,-2.5659079397914685e-05,8.060907831083943e-05,-3.1415421052631585,1.0000256597378032
223,0.0,0.0,1.0,1.0
537,0.0,0.0,4945.0,1.0
